gender,race/ethnicity,parental level of education,lunch,test preparation course,internet_access,extracurricular_activities,tutoring_support,study_method,parental_involvement,previous_term_score,attendance_rate,weekly_study_hours,sleep_hours_per_day,daily_screen_time_hours,past_failures,reading score,writing score,math score
female,group D,bachelor's degree,standard,none,yes,yes,peer_tutoring,spaced_repetition,medium,67,94.4,7.9,6.2,2.2,1,86,80,82
female,group D,bachelor's degree,standard,completed,yes,no,peer_tutoring,group_study,low,64,94.1,25.0,7.1,1.0,1,93,89,85
male,group B,some college,standard,none,yes,no,none,passive_reading,high,65,99.2,10.1,6.4,6.7,0,65,64,68
female,group C,some high school,free/reduced,none,yes,yes,private_tutor,spaced_repetition,high,64,97.3,16.1,7.3,7.1,0,74,68,70
male,group A,some high school,standard,none,no,yes,none,active_problem_solving,medium,59,80.0,15.0,6.0,2.5,0,55,50,59
female,group A,master's degree,free/reduced,none,yes,yes,peer_tutoring,spaced_repetition,medium,50,90.9,18.3,5.6,1.9,0,70,65,65
male,group C,some college,free/reduced,none,yes,yes,none,spaced_repetition,low,64,93.4,9.0,7.5,3.4,0,63,65,61
male,group E,bachelor's degree,standard,none,yes,yes,private_tutor,spaced_repetition,medium,77,89.2,11.1,6.6,5.4,0,96,93,91
male,group C,associate's degree,free/reduced,none,yes,no,peer_tutoring,spaced_repetition,low,72,94.2,17.8,8.1,1.2,0,79,76,77
female,group C,some college,free/reduced,none,no,yes,peer_tutoring,spaced_repetition,low,54,78.4,13.7,7.4,5.4,0,47,47,46
male,group D,high school,standard,completed,yes,no,none,active_problem_solving,medium,52,96.9,14.9,5.8,1.6,1,68,67,66
female,group C,high school,standard,none,yes,no,peer_tutoring,spaced_repetition,medium,93,96.5,17.4,6.2,1.5,0,100,100,96
male,group C,some high school,standard,completed,yes,no,none,active_problem_solving,medium,71,95.4,15.1,6.4,6.4,0,79,78,81
female,group E,some high school,free/reduced,completed,yes,yes,none,spaced_repetition,medium,64,86.4,4.7,8.3,2.6,0,61,61,62
female,group A,associate's degree,free/reduced,none,yes,yes,none,group_study,high,86,99.9,16.0,6.1,2.0,0,98,100,92
male,group D,associate's degree,standard,completed,no,yes,none,active_problem_solving,high,50,84.6,13.4,7.8,3.9,1,58,59,55
male,group D,bachelor's degree,standard,none,yes,yes,private_tutor,spaced_repetition,high,63,95.3,8.0,7.5,1.1,0,89,84,79
male,group B,bachelor's degree,free/reduced,completed,yes,yes,none,active_problem_solving,medium,63,94.2,16.8,9.1,4.3,0,75,69,74
male,group B,high school,standard,completed,yes,yes,none,active_problem_solving,medium,75,85.2,15.8,8.5,0.8,0,95,89,90
female,group C,some college,standard,completed,yes,yes,none,active_problem_solving,high,62,98.7,15.5,6.3,2.8,0,83,84,75
male,group E,some high school,standard,completed,no,yes,private_tutor,group_study,low,50,84.6,4.2,9.8,6.3,0,51,50,51
male,group D,master's degree,free/reduced,none,yes,no,none,passive_reading,medium,79,97.0,21.2,7.5,2.3,0,90,82,86
female,group D,some college,standard,none,yes,no,private_tutor,active_problem_solving,medium,67,92.7,19.5,5.3,2.3,0,88,83,83
male,group C,associate's degree,free/reduced,none,yes,yes,none,active_problem_solving,high,55,76.3,19.1,8.2,5.1,0,49,51,53
female,group E,some college,free/reduced,completed,yes,yes,peer_tutoring,group_study,medium,62,96.1,12.8,5.4,2.9,2,64,71,68
male,group D,high school,standard,completed,yes,yes,none,passive_reading,medium,65,86.0,13.8,5.3,3.2,0,68,71,68
female,group D,associate's degree,standard,none,yes,yes,none,passive_reading,high,66,86.0,11.8,7.8,5.8,1,65,67,67
female,group D,some high school,standard,none,yes,no,private_tutor,active_problem_solving,high,58,97.3,13.0,5.7,5.0,0,81,80,79
male,group C,associate's degree,standard,none,yes,yes,none,group_study,high,86,91.5,18.5,7.8,7.8,0,100,95,98
male,group A,master's degree,standard,none,yes,no,peer_tutoring,group_study,low,60,94.4,10.2,5.7,6.5,0,70,72,76
male,group A,some college,free/reduced,completed,no,no,none,group_study,high,42,96.9,4.2,6.7,2.5,0,37,37,40
female,group C,some college,standard,none,yes,yes,none,active_problem_solving,high,47,96.9,20.2,7.6,3.5,0,64,62,61
female,group D,some college,free/reduced,completed,no,yes,none,group_study,medium,68,81.7,5.1,8.0,3.6,2,59,57,64
female,group A,bachelor's degree,standard,none,yes,yes,none,passive_reading,medium,80,95.6,10.4,7.2,5.7,0,88,89,84
female,group C,associate's degree,free/reduced,completed,no,no,none,active_problem_solving,low,55,92.5,31.1,7.7,6.0,0,61,61,57
male,group D,associate's degree,free/reduced,none,yes,no,none,group_study,low,78,79.9,14.9,6.9,4.8,0,75,78,78
male,group A,associate's degree,standard,completed,yes,no,private_tutor,spaced_repetition,high,73,93.3,9.1,8.1,4.2,0,99,95,93
female,group D,high school,standard,completed,yes,yes,none,spaced_repetition,low,69,95.2,13.1,7.0,2.1,0,84,79,74
male,group A,associate's degree,free/reduced,none,yes,no,private_tutor,spaced_repetition,high,75,95.4,4.1,6.4,3.7,0,85,81,82
male,group D,some high school,standard,completed,yes,no,peer_tutoring,active_problem_solving,medium,78,90.3,11.9,6.8,2.9,0,92,90,92
male,group B,high school,free/reduced,none,yes,yes,none,active_problem_solving,medium,66,98.6,24.0,4.3,2.9,0,63,65,63
female,group E,some college,standard,none,no,yes,none,spaced_repetition,high,71,99.4,4.7,6.1,6.0,0,89,82,79
female,group C,some college,free/reduced,none,yes,no,none,group_study,low,76,93.5,9.2,7.5,3.7,0,80,79,72
female,group C,some high school,standard,completed,yes,no,none,spaced_repetition,medium,48,92.4,9.9,7.6,1.2,1,60,62,60
female,group E,master's degree,free/reduced,completed,yes,yes,none,spaced_repetition,medium,56,89.5,16.3,9.2,3.2,2,71,71,68
female,group C,associate's degree,free/reduced,completed,yes,no,private_tutor,active_problem_solving,medium,90,93.7,19.1,8.6,0.5,1,100,98,98
male,group C,associate's degree,free/reduced,none,yes,yes,private_tutor,passive_reading,low,68,84.6,9.0,8.0,4.6,0,64,69,69
female,group C,some high school,free/reduced,none,yes,no,none,group_study,high,74,90.6,30.1,6.0,4.3,1,82,82,80
female,group E,bachelor's degree,free/reduced,completed,no,no,none,active_problem_solving,high,40,98.2,26.8,7.4,2.5,0,59,60,54
male,group C,bachelor's degree,standard,none,yes,yes,peer_tutoring,spaced_repetition,low,76,96.0,7.8,8.4,2.2,0,96,95,90
female,group C,some high school,free/reduced,none,yes,no,peer_tutoring,active_problem_solving,medium,51,83.4,5.2,10.0,2.7,0,46,43,48
male,group B,bachelor's degree,free/reduced,completed,yes,yes,none,passive_reading,high,47,99.3,15.4,7.0,4.3,2,60,57,62
female,group C,associate's degree,standard,completed,no,no,peer_tutoring,group_study,medium,75,84.0,33.2,5.2,3.2,0,94,96,89
female,group D,associate's degree,standard,completed,yes,no,peer_tutoring,active_problem_solving,high,92,94.3,12.0,7.9,2.8,1,100,100,100
female,group B,associate's degree,free/reduced,completed,yes,yes,private_tutor,passive_reading,medium,66,96.8,3.7,6.4,1.4,3,76,72,70
female,group A,some college,free/reduced,completed,yes,yes,peer_tutoring,group_study,medium,68,96.8,12.7,5.3,3.9,3,71,67,69
male,group B,some college,standard,none,yes,no,peer_tutoring,spaced_repetition,medium,66,98.5,20.8,8.8,5.4,0,72,78,74
male,group B,associate's degree,free/reduced,completed,yes,yes,private_tutor,active_problem_solving,low,34,94.4,24.2,7.6,0.8,1,54,52,52
male,group C,bachelor's degree,standard,completed,yes,no,none,passive_reading,high,54,85.8,7.8,7.4,1.7,1,74,66,67
male,group D,associate's degree,standard,completed,yes,no,none,passive_reading,medium,37,92.2,15.8,5.7,5.0,1,41,42,44
male,group E,some college,standard,completed,no,no,none,spaced_repetition,high,53,96.8,7.5,7.0,4.8,1,62,58,60
male,group B,bachelor's degree,standard,none,yes,no,peer_tutoring,passive_reading,medium,65,86.6,9.8,8.6,7.2,0,69,68,72
female,group B,some high school,free/reduced,none,yes,yes,peer_tutoring,group_study,high,44,97.5,4.3,8.0,2.3,1,45,40,42
male,group C,associate's degree,free/reduced,none,no,yes,peer_tutoring,passive_reading,high,59,99.3,16.2,6.6,6.9,0,60,60,64
male,group B,some high school,free/reduced,completed,yes,no,peer_tutoring,spaced_repetition,high,52,96.7,8.2,5.3,2.9,1,60,64,69
female,group C,associate's degree,free/reduced,completed,yes,no,peer_tutoring,group_study,medium,65,97.6,18.6,8.5,3.2,1,88,88,80
male,group D,high school,free/reduced,none,yes,yes,none,group_study,medium,58,84.0,8.7,7.3,1.8,0,44,43,49
female,group C,some college,standard,completed,yes,yes,none,group_study,medium,60,86.5,11.5,7.4,5.2,2,63,68,60
male,group B,some high school,free/reduced,completed,yes,no,none,group_study,medium,69,95.6,24.3,8.2,2.6,1,68,72,71
male,group C,some college,standard,completed,yes,yes,peer_tutoring,passive_reading,low,62,89.0,11.3,7.2,2.6,1,65,62,67
female,group D,high school,standard,completed,yes,yes,none,active_problem_solving,medium,67,89.0,12.2,6.4,0.5,0,89,85,82
male,group A,master's degree,standard,none,yes,yes,private_tutor,active_problem_solving,high,65,94.4,26.3,5.4,4.0,0,87,84,82
male,group C,associate's degree,free/reduced,none,yes,no,none,passive_reading,medium,76,99.5,16.2,7.5,4.1,1,73,78,83
male,group B,some high school,free/reduced,none,yes,yes,peer_tutoring,passive_reading,medium,65,96.2,10.9,8.2,1.5,0,58,58,67
female,group C,some high school,standard,none,yes,yes,private_tutor,spaced_repetition,high,78,92.7,31.3,7.2,1.0,1,100,100,86
female,group C,associate's degree,standard,none,yes,no,peer_tutoring,active_problem_solving,medium,48,98.6,15.3,6.7,3.0,0,75,72,62
male,group D,associate's degree,standard,none,no,yes,none,group_study,high,70,97.8,8.7,7.4,1.1,0,70,74,75
female,group B,some college,standard,none,yes,yes,none,passive_reading,high,55,88.8,14.1,8.4,3.2,0,57,53,53
female,group C,master's degree,standard,none,no,yes,peer_tutoring,spaced_repetition,low,52,94.2,8.1,6.8,2.9,2,50,59,55
female,group C,associate's degree,free/reduced,none,yes,no,none,passive_reading,medium,59,99.0,13.9,7.7,2.1,0,67,66,59
female,group D,master's degree,standard,none,no,yes,none,active_problem_solving,medium,90,92.6,12.8,8.6,1.8,0,100,100,97
female,group B,some college,free/reduced,none,yes,no,peer_tutoring,active_problem_solving,medium,77,78.7,15.6,8.3,2.2,3,71,77,75
male,group B,master's degree,free/reduced,none,yes,yes,private_tutor,passive_reading,low,62,99.4,12.6,7.4,1.8,0,75,72,74
female,group D,master's degree,standard,none,yes,yes,peer_tutoring,passive_reading,high,81,93.7,13.2,7.5,7.8,1,95,93,88
female,group D,some college,standard,completed,no,yes,none,group_study,medium,83,92.8,6.5,7.9,3.4,0,100,100,94
female,group E,bachelor's degree,free/reduced,none,yes,no,peer_tutoring,group_study,medium,74,98.8,11.0,6.6,2.9,0,91,90,84
male,group B,associate's degree,free/reduced,completed,no,no,peer_tutoring,group_study,low,69,95.2,5.2,6.6,4.7,1,67,70,74
male,group E,some college,standard,none,no,no,private_tutor,spaced_repetition,medium,67,97.0,16.4,6.2,5.1,0,80,74,78
female,group B,bachelor's degree,standard,none,yes,yes,none,spaced_repetition,high,74,96.5,2.8,6.1,4.3,0,91,89,82
male,group C,high school,standard,completed,yes,no,none,spaced_repetition,medium,66,95.4,27.9,7.3,1.2,1,77,75,71
female,group C,associate's degree,standard,none,yes,no,none,spaced_repetition,high,68,86.7,15.4,7.8,7.9,0,76,78,76
female,group A,some college,standard,none,yes,yes,peer_tutoring,active_problem_solving,medium,63,92.2,24.0,7.4,2.3,0,79,78,80
female,group C,high school,free/reduced,none,yes,no,none,spaced_repetition,medium,78,88.6,6.3,6.8,5.8,1,72,74,74
female,group E,high school,standard,none,yes,no,private_tutor,active_problem_solving,high,68,98.8,12.7,7.5,4.0,0,88,78,80
female,group D,high school,standard,none,yes,no,none,group_study,low,84,97.9,13.5,6.9,2.2,0,99,92,99
female,group E,bachelor's degree,standard,none,yes,yes,none,spaced_repetition,medium,76,88.2,22.6,5.1,2.8,0,95,90,89
female,group D,high school,free/reduced,completed,yes,yes,none,group_study,high,74,94.1,5.4,8.4,2.7,0,86,85,83
female,group C,high school,free/reduced,completed,no,yes,peer_tutoring,active_problem_solving,medium,60,95.1,17.7,6.8,2.0,0,66,65,64
male,group D,some college,standard,completed,yes,no,none,active_problem_solving,high,70,97.7,10.9,6.6,1.4,0,95,90,85
male,group E,some college,standard,none,yes,yes,none,group_study,high,58,98.5,20.3,7.7,0.7,1,71,67,69
female,group C,some college,standard,none,yes,yes,none,spaced_repetition,high,81,91.2,12.9,7.8,4.3,0,100,95,89
female,group A,some high school,free/reduced,none,yes,no,none,active_problem_solving,low,47,87.8,9.1,6.5,1.9,2,30,36,34
female,group C,some high school,standard,none,no,yes,peer_tutoring,spaced_repetition,medium,75,95.2,7.8,7.9,4.5,1,77,82,77
male,group C,associate's degree,standard,none,no,yes,peer_tutoring,active_problem_solving,medium,71,94.8,8.5,7.3,5.6,2,73,72,82
male,group D,high school,free/reduced,completed,yes,no,none,group_study,low,58,97.7,8.8,7.3,6.0,0,53,54,54
female,group D,some high school,standard,none,yes,no,private_tutor,passive_reading,low,67,91.4,3.3,7.3,1.8,0,70,73,64
male,group C,associate's degree,free/reduced,none,yes,no,none,active_problem_solving,medium,73,88.0,13.0,6.6,1.5,0,70,73,77
male,group B,some high school,standard,completed,yes,no,none,group_study,low,60,95.7,11.8,6.9,5.0,0,74,67,68
male,group B,associate's degree,standard,completed,yes,yes,none,active_problem_solving,high,65,90.1,15.4,6.5,6.9,1,77,74,73
male,group E,associate's degree,standard,completed,yes,yes,none,group_study,medium,66,96.5,19.9,6.9,2.9,1,80,74,85
female,group A,high school,standard,none,no,no,none,group_study,medium,56,93.9,8.5,8.8,3.5,0,57,58,57
female,group D,some college,standard,none,yes,yes,none,group_study,medium,59,99.4,8.2,8.4,3.4,0,67,66,67
male,group C,associate's degree,standard,none,yes,no,none,passive_reading,high,76,93.0,10.1,7.7,3.9,0,80,79,82
male,group C,master's degree,free/reduced,completed,yes,no,none,group_study,low,74,95.4,5.6,7.8,1.2,0,82,83,90
male,group C,associate's degree,standard,none,yes,no,peer_tutoring,active_problem_solving,high,77,86.3,18.0,6.1,4.5,0,97,96,93
male,group C,bachelor's degree,standard,none,yes,no,none,spaced_repetition,medium,53,93.2,7.3,6.4,1.9,0,57,54,55
male,group A,some high school,standard,none,yes,yes,none,active_problem_solving,low,61,99.2,10.7,5.6,2.3,1,63,62,62
male,group B,some college,free/reduced,completed,yes,yes,none,passive_reading,medium,62,95.8,17.8,5.5,3.5,0,58,60,69
male,group A,high school,standard,none,yes,yes,private_tutor,passive_reading,high,60,95.8,9.3,7.3,3.6,0,75,68,75
male,group C,associate's degree,standard,none,yes,yes,none,spaced_repetition,high,73,92.8,30.1,7.3,5.8,0,83,81,77
female,group D,associate's degree,standard,completed,yes,yes,none,passive_reading,high,83,83.9,13.8,7.7,3.0,0,97,95,92
male,group A,some college,standard,completed,yes,no,none,passive_reading,low,58,91.7,12.6,6.8,3.5,1,59,64,61
female,group B,some high school,standard,completed,yes,no,none,passive_reading,low,57,91.2,5.9,7.0,6.6,1,54,59,54
male,group D,some high school,standard,none,yes,yes,peer_tutoring,spaced_repetition,low,55,86.4,14.8,5.9,3.2,0,55,55,55
female,group B,bachelor's degree,free/reduced,completed,yes,no,none,active_problem_solving,low,62,94.2,12.5,7.1,3.9,1,64,63,61
female,group D,high school,standard,completed,yes,yes,none,group_study,low,65,92.2,16.7,7.4,7.0,0,82,71,73
female,group B,master's degree,standard,none,yes,yes,peer_tutoring,spaced_repetition,medium,80,96.2,11.3,5.0,1.1,0,100,94,91
female,group D,associate's degree,standard,none,yes,no,none,passive_reading,medium,72,98.0,11.7,8.2,6.9,0,80,79,73
male,group C,some college,free/reduced,completed,yes,yes,none,passive_reading,high,80,90.9,8.0,7.1,1.5,1,92,89,91
male,group E,bachelor's degree,standard,none,no,no,peer_tutoring,spaced_repetition,high,51,91.8,14.6,5.7,0.9,0,65,60,64
male,group E,bachelor's degree,standard,completed,yes,yes,private_tutor,group_study,medium,68,95.6,6.0,9.6,3.2,0,89,80,82
female,group E,high school,free/reduced,completed,yes,no,private_tutor,active_problem_solving,medium,68,90.4,29.1,7.6,5.9,0,96,88,88
female,group A,some college,free/reduced,none,yes,no,peer_tutoring,group_study,high,73,82.9,16.1,6.5,3.6,0,86,84,75
female,group C,associate's degree,free/reduced,none,yes,no,none,group_study,medium,57,97.1,8.0,6.5,0.6,1,51,53,53
female,group D,associate's degree,free/reduced,none,no,no,none,group_study,medium,48,80.7,6.8,7.6,3.1,0,44,42,39
female,group E,some college,free/reduced,none,yes,no,none,active_problem_solving,medium,71,88.8,16.6,6.0,4.1,0,80,79,72
male,group D,associate's degree,standard,none,yes,no,none,passive_reading,medium,49,97.3,33.0,7.2,1.1,1,65,64,67
female,group B,some high school,standard,completed,yes,yes,none,active_problem_solving,medium,57,99.0,9.1,6.5,7.0,0,69,70,66
male,group C,some college,standard,none,yes,no,none,group_study,medium,71,93.2,14.7,7.3,2.8,0,79,71,79
female,group C,master's degree,standard,none,yes,yes,none,group_study,medium,81,82.2,13.5,7.8,3.2,0,95,91,93
male,group D,some high school,standard,completed,yes,no,none,group_study,medium,72,94.2,9.5,7.1,2.1,0,91,86,81
male,group D,high school,standard,none,no,yes,peer_tutoring,passive_reading,low,75,98.4,23.8,8.2,1.0,0,77,70,78
male,group D,some high school,free/reduced,none,yes,no,private_tutor,spaced_repetition,medium,68,99.0,3.4,6.4,1.9,0,69,71,75
female,group C,bachelor's degree,standard,completed,yes,yes,none,group_study,high,76,97.0,23.5,8.1,1.5,1,100,100,91
female,group D,some college,free/reduced,none,no,no,private_tutor,group_study,high,96,95.8,7.6,8.3,5.5,0,100,98,100
female,group C,bachelor's degree,standard,none,yes,yes,none,group_study,high,64,85.2,19.2,7.8,1.6,0,80,74,75
female,group B,bachelor's degree,free/reduced,none,yes,no,none,passive_reading,medium,63,77.2,10.6,6.3,0.7,0,63,60,59
male,group E,some high school,standard,completed,no,yes,peer_tutoring,spaced_repetition,high,63,99.1,8.2,6.3,2.3,0,75,74,76
male,group D,associate's degree,standard,completed,yes,no,none,passive_reading,high,81,96.7,9.7,9.4,1.5,0,100,99,99
female,group C,some high school,standard,none,yes,yes,peer_tutoring,passive_reading,medium,65,77.3,28.7,6.4,3.6,1,71,73,65
female,group D,bachelor's degree,free/reduced,completed,yes,yes,none,passive_reading,medium,68,90.4,16.4,7.5,6.8,0,75,73,71
male,group C,high school,standard,none,yes,no,none,active_problem_solving,medium,58,81.4,6.1,8.1,4.7,0,66,64,60
female,group E,high school,standard,none,yes,no,private_tutor,group_study,high,60,83.2,13.6,6.7,5.5,1,66,63,63
