Hours_Studied,Previous_Score,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index
4,62,Yes,4,6,42.9
2,54,Yes,5,7,33.6
6,65,No,8,7,58.9
3,42,Yes,6,8,22.1
7,62,No,4,2,51.8
5,59,Yes,9,6,49.6
4,84,Yes,4,5,68.3
5,79,Yes,9,1,64.7
8,96,Yes,6,4,86.9
3,78,No,4,2,60.5
7,95,Yes,8,4,86.4
6,47,No,9,8,36.8
1,57,No,4,7,35.2
7,80,No,4,8,70.5
7,45,Yes,5,8,40.0
1,66,Yes,8,7,45.9
9,75,No,8,7,70.3
6,54,Yes,5,5,43.3
2,76,No,9,5,57.8
5,97,Yes,7,5,89.7
4,44,Yes,6,9,29.1
7,78,No,8,5,74.6
8,48,Yes,7,8,44.4
1,46,No,9,9,24.3
5,80,No,6,0,63.0
3,59,Yes,8,9,44.1
1,49,Yes,4,5,23.3
3,65,Yes,8,7,48.0
6,43,No,6,0,31.3
7,77,Yes,7,5,74.8
8,63,Yes,4,8,58.4
4,53,Yes,6,5,37.0
3,80,Yes,9,1,62.3
5,40,No,6,0,23.6
9,56,Yes,8,3,52.5
6,84,No,9,5,77.1
9,63,Yes,5,9,61.5
6,66,Yes,5,9,61.0
2,46,Yes,4,8,19.6
5,48,No,6,4,34.8
9,82,No,7,6,80.6
8,74,Yes,4,5,66.3
7,97,No,9,5,93.9
1,51,No,4,8,28.8
4,60,Yes,8,4,46.3
7,42,Yes,9,1,38.9
7,54,Yes,7,7,44.8
6,60,Yes,6,2,52.2
8,49,Yes,9,8,46.5
6,72,Yes,6,4,57.6
3,85,No,6,0,62.1
4,98,Yes,4,3,77.9
3,91,Yes,8,8,76.8
1,45,Yes,4,0,18.7
5,41,Yes,5,7,26.0
1,68,No,5,7,43.7
1,94,No,6,8,72.8
2,79,No,8,8,60.4
4,72,Yes,9,5,55.5
6,43,Yes,6,4,32.0
8,98,No,9,6,98.8
3,43,No,6,8,25.9
1,68,Yes,4,4,44.0
3,76,Yes,6,2,55.5
3,99,Yes,6,8,82.9
5,99,Yes,8,9,92.3
4,59,Yes,8,0,46.0
4,80,No,9,0,69.3
9,62,Yes,8,9,60.6
7,84,No,6,3,74.4
4,57,Yes,8,1,42.6
3,88,No,8,6,69.0
6,64,No,7,1,54.1
3,40,No,7,6,23.1
6,93,Yes,5,7,84.0
9,54,Yes,4,7,53.0
6,73,Yes,4,2,60.9
4,87,No,8,8,70.9
5,59,No,5,9,45.2
6,93,Yes,5,9,85.9
3,76,No,9,9,60.1
8,66,No,7,5,64.6
4,61,No,5,3,42.4
8,90,No,6,7,85.6
3,44,Yes,9,3,23.2
7,73,No,8,3,64.5
9,78,Yes,6,7,79.6
4,42,No,4,3,22.1
8,56,No,7,0,51.2
3,63,Yes,6,5,42.2
7,63,No,8,7,58.2
3,42,Yes,6,2,21.1
7,84,Yes,6,1,75.5
6,46,Yes,5,5,33.4
2,64,Yes,7,0,44.5
3,95,Yes,4,4,80.4
6,42,Yes,8,5,30.3
4,54,Yes,9,7,42.1
6,68,No,9,6,58.9
1,89,Yes,8,5,65.8
1,68,No,4,1,39.9
3,49,No,8,7,27.8
8,71,No,5,7,67.5
8,62,Yes,9,4,57.6
4,78,Yes,9,2,67.0
6,48,No,6,7,38.6
8,76,Yes,5,4,68.6
7,91,No,9,2,82.4
7,79,No,5,8,72.0
4,53,No,5,8,33.7
9,43,Yes,4,6,43.3
6,59,No,9,7,50.0
3,67,Yes,7,4,49.7
5,53,No,4,4,36.6
5,83,Yes,4,4,68.6
5,73,No,5,1,58.4
8,52,Yes,7,2,45.2
9,70,No,4,7,68.2
9,72,Yes,7,5,68.6
6,91,Yes,9,8,86.9
6,78,Yes,5,6,67.0
9,67,No,4,5,62.6
4,64,No,7,3,42.7
6,71,No,8,6,61.8
4,48,Yes,4,3,29.8
1,67,Yes,4,6,41.0
7,97,No,4,4,86.7
6,70,No,7,1,58.4
9,56,Yes,6,6,54.9
7,92,No,9,7,87.7
7,62,Yes,4,9,56.6
2,52,Yes,8,1,32.7
9,94,Yes,8,5,95.5
9,49,No,5,3,40.7
6,55,Yes,6,4,45.3
3,45,No,6,0,25.5
1,87,Yes,7,5,66.0
4,50,No,5,7,38.2
3,97,No,7,1,81.7
1,91,Yes,5,0,64.7
3,42,Yes,9,8,23.6
4,67,Yes,6,1,49.7
8,80,Yes,9,7,78.6
9,54,No,7,4,51.0
3,99,No,5,1,80.6
6,52,No,6,4,35.9
5,81,No,6,8,67.3
6,91,No,4,5,72.7
4,95,Yes,7,2,79.8
6,84,Yes,4,7,72.7
7,56,No,6,0,50.1
9,46,Yes,7,8,42.9
7,67,Yes,7,8,58.0
6,77,Yes,9,3,67.8
1,52,Yes,8,7,29.0
2,99,Yes,5,2,77.4
1,56,Yes,8,5,30.6
9,54,No,8,9,52.4
9,75,Yes,6,9,75.4
7,67,Yes,9,7,64.1
2,54,No,5,8,32.1
6,85,No,8,7,80.0
4,92,No,8,8,78.3
1,50,Yes,7,3,27.2
1,95,No,6,9,70.0
5,70,Yes,8,0,58.8
2,43,No,5,6,18.0
4,74,Yes,4,9,54.4
1,73,Yes,4,3,48.2
4,91,No,6,0,76.7
6,66,Yes,4,2,53.7
4,49,Yes,7,6,34.4
1,69,Yes,7,2,46.3
7,84,Yes,5,0,74.2
2,59,No,9,6,38.6
9,68,No,6,7,66.2
3,97,No,6,4,77.8
8,92,Yes,4,5,85.0
8,68,No,8,2,65.4
3,62,No,8,4,43.7
4,96,Yes,9,2,84.2
2,89,No,8,1,70.5
4,60,No,9,6,48.7
9,87,No,5,9,83.4
2,82,Yes,6,6,62.4
3,49,No,4,7,25.6
4,80,No,5,0,65.6
5,51,No,7,1,34.2
1,69,Yes,7,1,48.0
7,90,Yes,7,2,84.3
7,72,No,9,6,64.6
9,57,No,9,6,56.2
4,53,No,6,6,37.5
6,61,Yes,7,0,54.3
2,60,Yes,9,1,37.7
4,40,No,9,7,23.6
2,88,No,8,8,71.2
5,82,Yes,9,9,74.0
7,91,Yes,7,6,88.6
1,99,No,5,0,70.4
7,54,Yes,7,3,45.2
6,75,No,8,9,71.1
6,86,No,7,7,78.3
8,93,Yes,4,4,85.4
8,61,No,8,0,55.1
6,71,No,6,6,54.0
3,97,No,7,5,81.0
5,85,No,9,8,72.8
2,93,No,5,3,70.0
5,72,No,7,3,61.6
9,97,No,5,7,95.3
1,80,Yes,4,3,51.9
5,98,Yes,6,2,84.3
6,78,No,9,6,70.3
7,62,Yes,8,4,54.9
9,82,No,8,8,80.2
6,94,No,6,4,83.9
5,41,Yes,4,8,27.7
7,41,No,4,5,32.1
1,77,No,7,5,52.0
5,94,Yes,4,5,81.0
2,90,Yes,7,6,68.2
4,68,Yes,5,3,54.9
7,91,Yes,6,3,82.9
5,85,Yes,5,8,71.4
6,99,Yes,5,6,87.2
2,42,No,5,9,20.9
3,78,Yes,5,5,62.3
7,46,Yes,8,0,38.4
2,75,No,4,6,49.4
6,68,No,6,5,58.2
5,94,Yes,6,3,80.6
1,76,No,9,7,55.6
4,88,No,5,6,70.5
2,97,No,6,7,76.0
4,75,No,7,8,62.9
1,62,No,6,0,34.9
2,84,No,5,2,60.8
8,55,No,6,1,49.5
6,87,Yes,4,2,76.1
2,70,No,5,1,47.0
6,73,Yes,8,5,63.4
9,89,No,4,8,88.8
7,40,No,6,1,29.1
9,57,Yes,8,3,51.6
5,97,No,9,4,81.4
7,79,No,4,4,71.0
7,82,Yes,9,0,75.1
3,95,No,7,5,76.1
7,95,No,4,4,86.2
1,54,Yes,8,5,31.2
9,87,Yes,9,3,85.2
6,88,No,7,5,77.5
5,56,Yes,9,8,44.0
7,83,No,6,0,73.4
5,49,No,5,5,34.0
5,59,Yes,9,0,46.6
7,45,Yes,6,6,38.3
7,47,Yes,5,3,37.4
3,84,Yes,5,5,69.5
3,73,No,8,6,55.9
3,71,Yes,7,4,52.9
6,90,Yes,7,8,83.3
6,93,No,4,7,79.5
3,81,No,6,2,61.1
3,43,No,8,0,22.5
8,83,No,9,9,86.1
8,89,No,6,7,83.8
7,78,No,9,3,75.5
4,59,No,9,6,46.6
4,63,No,9,3,48.7
3,63,No,4,6,45.0
5,94,Yes,4,0,78.6
3,65,Yes,8,0,43.9
8,64,No,4,1,54.9
7,75,Yes,8,4,65.9
3,46,No,4,9,28.2
9,49,No,7,5,49.9
5,97,No,8,1,83.3
9,86,No,7,0,84.9
7,51,Yes,7,8,42.9
7,40,Yes,8,6,33.2
6,91,No,6,7,82.0
2,89,Yes,5,5,71.3
9,64,Yes,4,8,60.2
6,55,No,9,7,45.3
8,44,No,4,3,36.7
1,58,Yes,9,4,38.2
5,43,Yes,6,1,30.4
1,45,No,5,0,16.4
8,65,No,6,5,61.0
8,88,Yes,5,2,81.7
1,78,No,8,3,55.5
9,95,No,8,0,95.6
2,94,No,9,5,76.5
9,78,Yes,7,7,77.3
1,48,Yes,7,9,20.0
9,84,No,9,3,83.3
4,91,Yes,8,9,75.3
9,53,No,9,7,55.9
7,87,Yes,7,9,82.5
6,94,Yes,9,2,86.0
5,48,Yes,8,6,37.7
9,54,No,6,2,53.3
2,76,No,4,5,58.1
2,89,No,8,3,68.5
9,92,Yes,9,5,90.1
3,59,No,8,6,43.9
8,47,No,8,7,41.1
9,71,No,7,5,69.5
8,86,No,9,3,83.1
4,60,Yes,7,8,45.8
1,96,No,9,6,77.1
4,80,No,7,8,66.1
9,58,Yes,7,2,55.9
2,68,No,6,4,46.3
3,97,Yes,8,0,77.9
8,70,Yes,6,7,64.8
6,93,Yes,7,0,82.8
8,45,No,6,0,39.3
7,43,Yes,8,6,39.4
5,82,Yes,8,7,77.4
9,68,Yes,7,2,68.4
4,81,No,8,1,68.9
6,42,Yes,6,6,33.3
2,40,Yes,5,9,17.5
2,83,Yes,8,4,63.2
2,94,No,6,0,71.4
7,54,Yes,6,1,43.3
2,86,Yes,6,2,63.3
2,60,No,8,5,38.9
9,85,No,5,0,82.0
7,97,No,7,7,88.2
3,70,Yes,7,1,48.7
3,46,Yes,8,4,25.4
7,56,Yes,8,7,49.2
5,95,Yes,4,4,79.7
6,58,No,9,7,54.7
8,78,Yes,5,5,70.4
9,99,No,6,6,97.0
1,42,Yes,9,7,21.0
3,69,Yes,6,2,50.8
7,74,Yes,9,4,72.1
6,97,No,7,9,86.3
7,96,No,9,6,89.3
8,68,No,8,8,66.7
6,89,No,5,5,80.1
3,91,Yes,7,9,76.2
2,93,Yes,9,0,71.6
7,53,Yes,5,7,43.2
1,74,Yes,8,5,54.0
3,67,Yes,6,0,51.0
4,97,No,4,3,76.7
1,69,No,5,5,46.9
5,65,Yes,6,9,51.9
3,46,Yes,5,0,23.8
2,78,Yes,5,9,57.2
3,70,Yes,5,4,49.4
8,44,No,8,2,42.2
6,74,Yes,7,6,64.3
7,89,Yes,5,7,82.4
6,86,Yes,8,2,74.5
6,91,Yes,4,9,78.8
3,53,No,7,2,35.0
8,75,Yes,8,2,70.3
7,66,No,4,5,56.3
7,63,No,7,5,58.4
6,79,Yes,8,2,69.5
5,68,Yes,4,5,54.4
8,92,Yes,8,8,92.0
5,84,Yes,4,7,69.6
9,61,Yes,5,6,58.9
9,47,No,5,6,39.9
1,54,No,7,7,29.6
6,88,No,4,6,76.4
7,44,No,5,2,34.5
3,91,No,7,7,71.8
7,43,Yes,6,7,31.3
7,50,Yes,5,0,44.9
2,57,No,5,9,34.3
7,81,Yes,9,4,76.3
1,88,Yes,8,4,67.5
5,69,No,6,0,57.8
9,54,No,4,5,46.7
7,45,No,7,5,35.9
7,94,Yes,6,3,84.0
2,92,No,4,5,72.6
8,55,No,5,5,51.6
3,86,Yes,9,0,72.3
8,79,Yes,7,4,78.8
3,48,No,7,1,27.7
7,82,Yes,6,6,73.3
2,98,No,8,8,79.0
4,73,Yes,4,8,59.4
6,66,No,9,8,56.7
9,52,Yes,9,6,51.0
5,75,Yes,6,6,56.2
9,66,Yes,8,0,63.4
5,48,No,8,5,38.9
8,44,No,8,4,42.3
1,90,No,7,7,68.5
7,61,Yes,4,7,56.2
4,70,Yes,4,3,52.9
5,42,Yes,6,0,27.5
6,69,No,5,5,56.6
5,60,Yes,6,9,50.2
1,74,No,4,0,51.5
9,45,No,7,4,42.6
2,67,No,6,4,42.3
9,71,No,5,2,62.9
2,81,No,9,4,59.3
9,76,Yes,6,5,70.1
6,64,Yes,8,4,56.3
9,71,Yes,5,0,66.2
6,74,Yes,8,6,65.0
6,61,Yes,7,2,52.4
2,63,Yes,4,6,43.3
8,78,No,6,4,71.3
3,93,Yes,6,2,75.9
7,69,No,8,5,64.5
5,89,No,8,0,79.0
3,71,No,4,5,51.7
1,70,No,6,3,43.2
8,62,No,4,3,54.4
3,79,Yes,8,4,60.2
2,72,Yes,9,8,55.3
1,64,Yes,8,0,39.9
4,75,No,5,2,56.2
8,63,Yes,8,3,56.1
3,70,Yes,8,1,48.3
1,97,No,9,8,70.9
4,78,No,4,6,63.9
9,85,Yes,5,0,80.1
1,52,No,5,8,26.6
2,49,No,6,5,26.1
9,62,No,9,1,56.9
2,57,Yes,7,0,35.8
3,71,No,6,5,52.6
7,72,No,6,6,60.8
3,75,No,6,9,55.5
9,67,No,5,5,59.5
6,55,No,4,6,44.1
3,55,Yes,8,5,35.4
9,57,Yes,5,7,53.3
1,47,No,8,1,25.0
3,81,No,8,8,66.4
1,55,Yes,7,8,34.4
2,94,Yes,6,8,74.0
8,95,No,7,6,91.9
7,50,No,6,8,45.2
2,45,Yes,5,0,23.7
2,40,No,8,2,21.0
9,51,No,7,1,46.0
6,96,Yes,9,0,84.9
5,77,Yes,5,4,64.8
6,67,Yes,5,0,54.8
9,84,Yes,9,2,90.0
7,97,No,6,5,88.2
9,56,No,8,5,57.1
4,40,No,6,2,21.6
2,71,No,6,3,47.3
8,47,Yes,5,6,41.8
4,93,Yes,6,5,74.5
9,79,No,4,1,74.6
4,95,No,9,8,84.1
8,82,No,9,5,80.3
9,85,Yes,8,1,82.3
9,63,Yes,9,6,64.0
4,49,Yes,6,9,34.7
1,86,No,6,9,63.9
3,78,No,7,3,60.4
9,78,No,8,0,76.9
4,49,Yes,8,9,34.0
5,75,No,9,8,67.1
7,64,Yes,6,9,57.4
5,99,No,4,7,83.0
4,89,No,7,4,75.6
2,98,Yes,4,2,76.8
2,96,Yes,6,3,72.8
4,49,No,8,2,31.6
9,58,Yes,8,9,59.9
8,85,Yes,4,7,80.5
3,84,Yes,5,4,65.8
9,54,Yes,6,7,49.5
5,55,Yes,8,0,45.1
3,41,No,9,8,23.7
5,68,No,5,9,55.8
4,43,No,8,2,26.9
8,92,No,9,0,91.6
5,89,Yes,8,2,79.5
8,68,No,5,1,59.8
9,70,Yes,4,6,65.0
4,56,No,6,9,41.5
7,49,No,5,3,39.2
2,66,Yes,5,6,43.9
6,92,No,8,2,78.9
8,80,No,9,5,72.0
7,54,No,5,6,44.8
7,99,No,6,6,89.6
8,83,No,4,4,75.9
7,70,No,9,5,62.5
5,60,No,4,2,46.5
7,99,Yes,4,3,96.3
3,98,No,6,5,81.1
5,97,No,8,2,86.0
7,80,No,9,6,76.0
9,85,No,9,2,85.3
2,84,No,6,8,63.6
4,99,No,9,3,86.2
7,65,Yes,5,1,58.5
1,77,No,7,5,53.6
2,90,No,7,8,72.2
9,75,Yes,7,9,77.6
7,91,Yes,4,9,82.9
7,56,No,9,1,47.9
6,90,No,6,3,79.6
3,42,No,9,4,18.6
3,53,Yes,6,8,36.9
2,88,Yes,9,6,68.6
6,52,No,4,4,34.3
4,80,No,5,5,62.5
5,66,Yes,7,8,51.0
3,40,Yes,7,3,20.5
6,96,Yes,9,1,87.9
3,56,Yes,4,4,35.3
8,87,No,7,6,85.7
9,89,Yes,9,3,87.6
4,73,Yes,8,0,61.1
9,53,No,9,7,60.4
7,93,Yes,6,4,87.9
3,94,No,7,9,72.4
7,98,Yes,7,1,92.3
1,56,No,8,2,29.9
3,42,Yes,5,9,23.4
6,73,No,9,9,65.7
4,79,No,5,4,59.5
7,64,Yes,9,3,55.6
3,41,No,8,8,20.7
1,73,No,5,8,49.8
9,65,Yes,4,7,64.4
6,70,No,8,1,64.3
8,48,No,9,4,42.8
3,69,Yes,6,7,50.7
8,59,Yes,6,7,52.8
2,60,No,6,6,38.0
4,68,No,9,3,50.6
3,98,No,7,2,78.3
1,64,No,8,7,45.3
7,77,No,8,7,69.7
2,97,Yes,5,9,77.6
4,83,No,8,4,67.9
9,64,Yes,8,2,64.3
6,48,Yes,5,4,37.7
8,78,Yes,8,3,74.4
2,83,Yes,8,7,67.5
7,65,No,4,1,54.2
6,96,No,9,7,87.7
9,76,No,5,9,72.3
7,55,Yes,4,5,43.6
1,76,Yes,7,3,56.7
8,51,No,5,2,44.9
3,63,Yes,9,9,48.0
2,65,No,8,4,47.8
3,59,Yes,8,5,40.0
6,48,Yes,4,0,37.3
3,62,Yes,4,0,42.9
5,78,Yes,7,9,69.5
6,68,Yes,7,2,60.6
8,70,Yes,9,1,66.5
7,58,Yes,8,0,54.7
8,59,No,6,7,56.4
3,62,No,7,0,41.2
4,82,Yes,8,9,70.4
6,66,Yes,7,7,60.4
7,69,No,5,4,63.7
9,60,Yes,4,3,57.5
1,83,No,8,7,61.6
8,74,No,7,7,67.8
8,88,No,4,7,82.6
6,46,No,6,2,33.8
4,61,No,7,7,49.2
3,49,Yes,8,0,33.8
3,62,Yes,5,3,39.6
6,54,No,4,4,41.1
8,69,Yes,4,5,61.1
7,73,No,5,4,63.2
1,52,Yes,8,4,29.0
6,99,Yes,9,4,90.0
7,43,Yes,6,8,36.8
7,57,Yes,9,9,50.3
9,95,Yes,5,9,98.4
5,62,Yes,6,2,49.3
1,72,Yes,8,1,46.8
2,73,Yes,7,9,54.5
4,73,No,7,1,59.2
5,75,No,9,7,64.7
9,74,Yes,8,4,77.2
1,56,Yes,6,4,28.5
3,67,Yes,9,5,50.3
5,53,No,5,8,36.2
3,73,Yes,9,6,58.0
4,87,Yes,8,4,73.4
3,50,No,8,4,31.8
4,96,No,7,9,81.0
1,52,No,5,8,25.6
8,72,Yes,7,8,67.7
4,96,No,6,1,79.2
7,94,Yes,6,6,87.5
2,41,No,4,9,12.8
2,73,Yes,8,0,53.9
6,92,Yes,5,3,82.1
2,68,Yes,5,1,46.5
6,76,No,7,9,67.9
2,43,Yes,9,8,23.3
4,51,Yes,9,5,37.3
7,65,Yes,7,3,60.6
8,97,No,9,2,94.9
3,67,Yes,5,3,47.7
9,42,Yes,7,1,41.2
2,59,Yes,9,4,38.1
8,49,Yes,4,8,46.2
8,91,No,8,5,90.6
4,57,Yes,4,1,40.7
1,92,No,9,5,71.7
1,92,No,6,8,68.6
2,92,Yes,5,3,69.4
9,66,No,4,0,61.1
2,70,No,4,1,52.8
2,66,No,7,4,45.4
6,81,Yes,7,9,67.7
7,40,No,7,6,33.2
7,45,No,9,7,32.2
9,50,Yes,6,2,46.8
6,73,Yes,4,8,60.7
8,78,No,8,1,75.0
6,59,No,7,3,47.1
2,92,No,6,3,69.7
1,60,Yes,9,5,40.6
5,60,No,6,9,43.5
9,57,Yes,7,5,54.0
8,60,No,5,2,52.4
4,58,No,4,8,44.6
5,43,Yes,7,4,31.5
5,52,No,8,1,33.8
6,57,Yes,4,5,41.3
3,91,No,6,2,73.8
5,68,Yes,8,7,55.4
2,64,Yes,4,2,41.6
1,95,No,8,4,67.9
1,52,Yes,6,3,28.6
7,66,No,7,3,59.4
2,99,Yes,8,1,79.7
4,58,Yes,7,7,41.5
5,88,Yes,6,2,74.6
7,40,No,6,3,28.5
2,77,Yes,8,5,58.8
6,58,Yes,8,8,51.3
1,91,Yes,6,3,66.5
7,40,No,8,2,32.2
9,79,No,8,4,75.4
5,56,Yes,8,8,44.9
5,60,Yes,9,0,52.2
4,61,No,8,4,42.0
3,54,Yes,4,3,34.8
9,89,Yes,6,4,88.8
5,78,Yes,6,6,65.9
8,87,Yes,5,6,84.5
9,78,Yes,7,6,75.7
5,71,Yes,5,0,54.1
9,88,No,8,8,89.0
2,43,Yes,8,6,26.9
9,83,Yes,4,3,78.8
4,84,No,4,3,65.1
6,71,No,4,1,59.2
6,43,No,4,5,29.0
6,92,No,4,9,80.0
2,40,Yes,4,2,15.1
7,72,No,4,0,61.9
6,46,Yes,4,4,35.4
1,48,No,9,5,23.9
2,40,No,4,4,19.8
7,55,No,6,4,43.9
1,57,Yes,4,9,32.7
1,93,No,7,7,71.2
1,86,No,4,9,55.4
8,45,No,9,0,38.8
4,41,Yes,8,7,26.8
4,48,Yes,9,6,33.3
2,43,No,9,0,21.7
1,84,Yes,8,8,61.0
9,62,No,4,3,55.9
7,93,Yes,4,6,84.9
4,82,No,8,2,68.7
6,84,Yes,7,7,80.1
2,82,No,5,3,63.7
7,90,Yes,6,1,80.3
2,47,Yes,8,1,30.0
8,78,No,4,7,74.1
8,64,No,6,7,61.1
1,55,Yes,4,0,26.8
8,74,No,5,5,67.2
2,56,No,5,8,35.2
6,57,No,8,8,45.7
1,99,No,6,1,72.8
5,66,Yes,9,7,55.7
7,54,No,6,7,43.7
1,99,Yes,9,3,76.4
2,56,Yes,5,3,31.8
7,82,No,4,4,74.2
6,44,No,9,9,35.4
3,55,Yes,9,6,37.3
2,54,No,8,0,28.9
4,81,No,7,8,66.7
3,85,Yes,5,2,65.9
7,73,Yes,9,3,64.1
8,87,Yes,5,6,82.7
2,58,No,8,4,35.5
7,47,No,4,4,39.2
8,86,Yes,6,0,78.2
6,49,Yes,5,1,34.8
6,44,No,8,4,36.9
1,91,No,8,1,66.4
4,87,No,8,0,71.0
1,92,Yes,6,9,66.3
4,65,No,5,2,44.2
2,61,No,9,0,41.7
5,83,Yes,8,9,73.2
9,62,No,6,7,59.8
3,52,Yes,4,7,30.2
8,48,No,7,7,41.6
3,88,Yes,5,6,75.5
6,59,Yes,6,6,50.4
4,67,Yes,7,1,54.4
8,83,No,7,8,78.8
6,96,No,6,6,86.7
8,76,No,9,4,74.9
1,63,No,9,3,39.4
6,83,Yes,6,7,71.7
1,72,No,6,4,53.6
1,59,No,8,5,39.3
8,99,Yes,4,3,87.5
7,87,Yes,9,1,85.2
3,69,Yes,8,6,53.2
6,83,Yes,7,1,77.5
9,48,No,7,6,44.1
7,84,Yes,7,6,74.5
3,88,No,6,0,68.8
6,56,No,5,9,41.2
4,75,Yes,8,9,61.1
3,53,Yes,5,2,31.1
9,58,Yes,4,2,56.0
2,46,Yes,4,5,23.3
1,98,Yes,8,2,76.4
2,42,No,7,8,21.6
7,72,Yes,9,4,71.1
1,83,No,4,5,58.0
6,71,Yes,5,5,58.9
7,86,No,5,7,82.0
9,50,No,9,9,49.1
8,81,No,6,2,73.7
6,41,Yes,7,8,32.0
3,65,Yes,6,6,46.4
8,43,Yes,8,5,41.1
7,56,No,4,0,47.4
3,56,No,9,3,40.4
9,67,Yes,9,4,66.9
2,69,Yes,9,1,48.1
3,79,No,6,0,59.8
2,62,No,6,1,37.5
1,85,Yes,8,7,66.1
4,63,Yes,5,9,48.6
5,68,Yes,5,5,53.4
6,43,No,8,9,31.2
5,77,No,9,1,61.1
1,68,Yes,5,8,42.2
3,58,Yes,8,7,38.7
1,66,Yes,5,3,44.0
5,68,Yes,8,9,56.8
5,95,Yes,5,6,82.2
6,75,No,9,2,67.2
8,74,Yes,6,5,72.3
1,91,No,6,2,65.9
4,45,No,9,9,32.9
1,98,No,5,2,75.1
9,62,No,9,8,58.1
7,78,No,8,5,69.7
7,85,No,6,7,76.1
5,83,No,4,3,68.7
7,87,No,5,3,77.2
2,91,Yes,4,7,68.1
4,47,Yes,4,6,25.3
7,94,Yes,7,4,89.9
3,41,Yes,4,1,15.7
2,52,Yes,4,5,30.7
2,79,No,9,0,61.0
1,96,No,7,6,73.7
5,60,No,7,8,48.5
6,70,No,7,4,61.0
6,91,No,8,4,79.3
9,87,Yes,7,6,85.9
4,75,Yes,9,4,58.2
1,87,No,8,9,62.0
6,91,Yes,5,3,80.1
5,77,Yes,8,0,65.5
6,66,Yes,5,5,57.0
3,75,Yes,7,8,59.3
2,87,Yes,7,3,62.9
6,62,No,5,9,50.7
1,94,Yes,6,3,73.9
7,60,Yes,9,4,59.0
7,52,No,8,5,45.5
7,76,No,9,2,70.0
1,86,No,9,8,62.1
4,65,No,4,0,46.2
7,79,No,7,5,71.4
9,46,No,8,5,43.4
5,85,No,9,7,76.2
2,78,No,8,4,60.1
7,61,Yes,9,8,57.1
1,78,No,7,8,57.1
7,62,No,9,1,56.2
6,97,Yes,5,4,87.1
7,69,No,7,6,61.5
3,57,No,8,1,38.9
3,81,No,6,6,62.3
7,57,No,9,8,49.7
2,85,Yes,5,7,66.6
1,49,Yes,7,9,26.5
9,78,No,4,8,71.0
9,69,Yes,7,3,71.7
7,65,Yes,8,7,60.6
7,46,Yes,8,8,40.6
3,46,Yes,4,9,26.5
2,44,Yes,5,1,16.8
7,40,Yes,8,9,34.0
9,85,No,5,2,81.2
1,57,No,5,0,29.3
4,52,Yes,7,0,33.0
6,64,Yes,5,9,51.3
7,79,Yes,9,5,74.8
7,47,No,8,0,37.5
2,49,No,8,4,33.8
4,71,No,6,5,58.5
5,56,No,5,8,41.8
1,77,No,6,5,52.2
1,54,No,7,3,28.3
3,54,Yes,6,0,29.3
3,96,No,5,5,72.9
8,87,No,8,6,81.4
9,79,No,7,4,83.0
1,90,Yes,5,5,65.1
2,59,No,7,9,40.2
2,54,Yes,4,7,31.1
4,74,Yes,5,0,57.7
2,45,No,4,7,21.4
7,69,No,6,1,59.5
9,96,No,5,1,96.7
7,47,Yes,4,7,40.6
6,70,No,9,1,59.9
1,87,Yes,8,7,66.4
9,86,Yes,6,4,84.2
5,71,No,5,8,53.6
5,84,No,5,8,71.4
6,97,No,8,7,94.9
9,91,Yes,8,8,94.9
8,54,No,4,6,49.1
8,57,Yes,4,7,50.5
8,52,No,4,5,43.1
1,63,Yes,7,8,36.6
1,79,No,6,1,54.3
8,53,No,5,2,44.7
5,67,Yes,6,1,56.0
9,50,Yes,8,5,54.0
2,45,No,9,2,22.8
9,95,Yes,6,0,93.9
8,64,Yes,6,3,52.8
9,40,Yes,4,4,31.7
4,64,Yes,8,3,48.5
1,41,No,6,5,18.7
1,71,Yes,5,2,45.8
5,52,No,4,9,36.1
2,72,No,6,5,51.8
8,71,No,8,9,65.5
5,95,Yes,9,0,84.5
5,63,No,5,5,47.6
2,66,No,9,7,49.9
7,43,No,8,9,34.4
8,63,No,8,7,59.5
1,62,No,8,0,35.0
2,68,Yes,9,6,50.2
4,73,No,7,9,57.2
5,60,Yes,5,9,44.7
2,69,No,8,3,51.1
1,65,No,7,5,40.5
9,59,Yes,4,5,51.9
1,55,Yes,7,4,28.8
4,42,No,4,9,24.4
2,88,No,9,8,70.7
4,76,No,7,9,57.8
8,97,No,9,7,95.7
8,79,No,8,5,78.4
9,83,Yes,7,3,80.3
5,64,No,7,3,50.4
7,62,No,8,8,53.4
3,83,Yes,4,3,62.4
4,98,Yes,8,6,88.6
9,40,No,5,5,29.5
1,72,Yes,7,1,48.6
2,54,Yes,5,4,33.2
5,56,Yes,8,2,42.4
3,73,No,9,8,57.5
2,56,No,8,9,36.7
1,91,No,6,0,58.7
3,97,Yes,5,9,79.0
1,80,No,6,3,53.0
1,83,No,5,3,60.1
1,43,Yes,9,8,22.4
8,52,No,6,0,40.6
3,43,Yes,6,1,22.8
1,46,Yes,5,0,18.5
7,85,Yes,8,0,73.9
3,98,Yes,4,0,75.0
8,48,No,8,2,38.2
4,62,No,4,3,42.8
4,72,No,5,9,50.0
5,72,Yes,7,1,61.9
6,59,No,8,0,47.3
7,43,No,6,4,37.5
4,40,Yes,8,5,24.2
8,93,Yes,5,1,87.5
